City,Last Sold For ($),Last Sold Year,Latitude (degrees),Longitude (degrees),Lot Size (sqft),Price ($),Price Sqr Ft,State,Year Built,Zipcode,airconditioning,area (sqft),basement,bathrooms,bedrooms,furnishingstatus,guestroom,hotwaterheating,mainroad,parking,prefarea,price,stories
Omaha,250000.0,2013.0,41.287136,-96.15981,0.34,365000.0,$106/sqft,NE,1996.0,68116.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Colorado Springs,434372.0,2016.0,38.978584,-104.74162,8957.0,540000.0,$154/sqft,CO,2016.0,80924.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Henderson,580000.0,2005.0,36.021503,-115.0572,6534.0,629000.0,$177/sqft,NV,1999.0,89012.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Chicago,440000.0,2017.0,41.940773,-87.757935,3750.0,450000.0,$129/sqft,IL,1929.0,60641.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Colorado Springs,,,38.832092,-104.52558,,464690.0,$132/sqft,CO,,80924.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Toledo,175000.0,1996.0,41.693497,-83.6521,0.49,279900.0,$80/sqft,OH,1965.0,43623.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Chesapeake,525000.0,2005.0,36.708733,-76.26026,0.49,534000.0,$155/sqft,VA,2003.0,23322.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
New Orleans,,,29.95451,-90.115746,6360.0,675000.0,$195/sqft,LA,2019.0,70125.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Saint Paul,,,44.865475,-93.130646,10018.0,749000.0,$210/sqft,MN,2019.0,55120.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Porter Ranch,,,34.28025,-118.53329,10673.0,975000.0,$271/sqft,CA,1983.0,91326.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Charlotte,,,35.236965,-80.67297,,296900.0,$84/sqft,NC,,28215.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Miami Lakes,608000.0,2017.0,25.921112,-80.34108,9500.0,694000.0,$202/sqft,FL,2003.0,33016.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Orlando,297000.0,2013.0,28.553335,-81.15488,5500.0,369995.0,$107/sqft,FL,2013.0,32828.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Chesapeake,425000.0,2007.0,36.69819,-76.259476,0.34,462500.0,$136/sqft,VA,1994.0,23322.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Glendale,,,33.645702,-112.17565,7474.0,435000.0,$121/sqft,AZ,2000.0,85308.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Jacksonville,300000.0,2014.0,30.347435,-81.53009,1.04,430000.0,$125/sqft,FL,1951.0,32225.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Portland,125000.0,2001.0,45.541874,-122.64185,5000.0,850000.0,$247/sqft,OR,1938.0,97212.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Plymouth,837579.0,2019.0,45.063835,-93.495056,6490.0,785000.0,$223/sqft,MN,2019.0,55446.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Orlando,210000.0,2009.0,28.435007,-81.251625,5580.0,329900.0,$96/sqft,FL,2004.0,32832.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Fort Worth,,,32.90359,-97.26832,5662.0,274900.0,$79/sqft,TX,2003.0,76244.0,no,3500.0,no,2,4,2,no,yes,yes,2,no,9240000,2
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,no,6000.0,yes,1,4,1,no,no,yes,2,no,9100000,2
Chicago,,,41.877438,-87.658134,4395.0,2500000.0,$385/sqft,IL,1879.0,60607.0,yes,6600.0,yes,2,4,0,yes,no,yes,1,yes,9100000,2
Colorado Springs,357472.0,1997.0,38.951725,-104.88728,0.49,700000.0,$152/sqft,CO,1997.0,80919.0,yes,4600.0,no,2,3,2,yes,no,yes,2,no,8890000,2
Littleton,443421.0,2006.0,39.597996,-105.05678,7231.0,679900.0,$146/sqft,CO,2006.0,80123.0,yes,4600.0,no,2,3,2,yes,no,yes,2,no,8890000,2
Los Angeles,975009.0,2014.0,34.057693,-118.30984,7500.0,2100000.0,$466/sqft,CA,1940.0,90005.0,yes,4600.0,no,2,3,2,yes,no,yes,2,no,8890000,2
Essex,,,39.28129,-76.415985,10402.0,369000.0,$81/sqft,MD,1950.0,21221.0,yes,4600.0,no,2,3,2,yes,no,yes,2,no,8890000,2
Indianapolis,,,39.864857,-86.05498,0.29,485000.0,$108/sqft,IN,1998.0,46220.0,yes,4600.0,no,2,3,2,yes,no,yes,2,no,8890000,2
Lakewood,465000.0,2014.0,39.697132,-105.08921,2.77,795000.0,$177/sqft,CO,1932.0,80226.0,yes,4600.0,no,2,3,2,yes,no,yes,2,no,8890000,2
Pittsburgh,250.0,1995.0,40.359436,-80.049774,1.5,1295000.0,$276/sqft,PA,1928.0,15228.0,yes,4600.0,no,2,3,2,yes,no,yes,2,no,8890000,2
Chicago,16500.0,2010.0,41.6841,-87.63573,4625.0,95000.0,$21/sqft,IL,1920.0,60628.0,yes,4600.0,no,2,3,2,yes,no,yes,2,no,8890000,2
Rio Verde,250000.0,1997.0,33.71398,-111.68061,0.55,1100000.0,$238/sqft,AZ,1997.0,85263.0,yes,4600.0,no,2,3,2,yes,no,yes,2,no,8890000,2
Bakersfield,,,35.409348,-118.98052,0.5,439950.0,$96/sqft,CA,1978.0,93305.0,yes,4600.0,no,2,3,2,yes,no,yes,2,no,8890000,2
Chicago,150000.0,2013.0,41.79505,-87.78958,4655.0,279000.0,$60/sqft,IL,1953.0,60638.0,yes,4600.0,no,2,3,2,yes,no,yes,2,no,8890000,2
Indianapolis,,,39.648605,-86.06282,3.0,399000.0,$87/sqft,IN,1995.0,46237.0,yes,4600.0,no,2,3,2,yes,no,yes,2,no,8890000,2
Albuquerque,,,35.18498,-106.62142,1.3,799500.0,$174/sqft,NM,,87114.0,yes,4600.0,no,2,3,2,yes,no,yes,2,no,8890000,2
Chicago,,,41.877438,-87.658134,4395.0,2500000.0,$385/sqft,IL,1879.0,60607.0,yes,6420.0,no,2,3,1,no,no,yes,1,yes,8855000,2
Antioch,255000.0,2009.0,36.033775,-86.68156,9605.0,,,TN,2004.0,37013.0,no,4320.0,yes,1,3,1,no,yes,yes,2,no,8750000,2
New York,,,40.74279,-73.994026,,4495000.0,"$1,022/sqft",NY,1925.0,10011.0,no,4320.0,yes,1,3,1,no,yes,yes,2,no,8750000,2
Philadelphia,350000.0,2019.0,39.970753,-75.13896,2300.0,2000000.0,$250/sqft,PA,1915.0,19122.0,yes,8050.0,yes,1,3,2,yes,no,yes,1,no,8645000,1
Colorado Springs,357472.0,1997.0,38.951725,-104.88728,0.49,700000.0,$152/sqft,CO,1997.0,80919.0,yes,4560.0,yes,2,3,2,yes,no,yes,1,no,8645000,2
Los Angeles,565000.0,2010.0,34.10555,-118.38341,5630.0,2395000.0,$534/sqft,CA,1959.0,90069.0,yes,4560.0,yes,2,3,2,yes,no,yes,1,no,8645000,2
Los Angeles,975009.0,2014.0,34.057693,-118.30984,7500.0,2100000.0,$466/sqft,CA,1940.0,90005.0,yes,4560.0,yes,2,3,2,yes,no,yes,1,no,8645000,2
Essex,,,39.28129,-76.415985,10402.0,369000.0,$81/sqft,MD,1950.0,21221.0,yes,4560.0,yes,2,3,2,yes,no,yes,1,no,8645000,2
Indianapolis,,,39.864857,-86.05498,0.29,485000.0,$108/sqft,IN,1998.0,46220.0,yes,4560.0,yes,2,3,2,yes,no,yes,1,no,8645000,2
Lakewood,465000.0,2014.0,39.697132,-105.08921,2.77,795000.0,$177/sqft,CO,1932.0,80226.0,yes,4560.0,yes,2,3,2,yes,no,yes,1,no,8645000,2
Chicago,16500.0,2010.0,41.6841,-87.63573,4625.0,95000.0,$21/sqft,IL,1920.0,60628.0,yes,4560.0,yes,2,3,2,yes,no,yes,1,no,8645000,2
Rio Verde,250000.0,1997.0,33.71398,-111.68061,0.55,1100000.0,$238/sqft,AZ,1997.0,85263.0,yes,4560.0,yes,2,3,2,yes,no,yes,1,no,8645000,2
Bakersfield,,,35.409348,-118.98052,0.5,439950.0,$96/sqft,CA,1978.0,93305.0,yes,4560.0,yes,2,3,2,yes,no,yes,1,no,8645000,2
Chicago,150000.0,2013.0,41.79505,-87.78958,4655.0,279000.0,$60/sqft,IL,1953.0,60638.0,yes,4560.0,yes,2,3,2,yes,no,yes,1,no,8645000,2
Indianapolis,,,39.648605,-86.06282,3.0,399000.0,$87/sqft,IN,1995.0,46237.0,yes,4560.0,yes,2,3,2,yes,no,yes,1,no,8645000,2
Albuquerque,,,35.18498,-106.62142,1.3,799500.0,$174/sqft,NM,,87114.0,yes,4560.0,yes,2,3,2,yes,no,yes,1,no,8645000,2
Milwaukee,,,43.0772,-87.9246,3920.0,5656.0,$1/sqft,WI,1897.0,53206.0,yes,4560.0,yes,2,3,2,yes,no,yes,1,no,8645000,2
Chicago,,,41.877438,-87.658134,4395.0,2500000.0,$385/sqft,IL,1879.0,60607.0,yes,6540.0,yes,2,4,2,yes,no,yes,2,yes,8540000,2
Los Angeles,575000.0,2018.0,34.04805,-118.20617,6998.0,2399999.0,$400/sqft,CA,2019.0,90033.0,yes,6000.0,yes,2,3,1,yes,no,yes,0,yes,8463000,4
Aurora,785000.0,2019.0,39.598423,-104.66709,6969.0,822000.0,$139/sqft,CO,2018.0,80016.0,yes,6000.0,yes,2,3,1,yes,no,yes,0,yes,8463000,4
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,yes,6000.0,yes,2,3,1,yes,no,yes,0,yes,8463000,4
New York,,,40.721367,-73.98882,1925.0,725000.0,,NY,1900.0,10002.0,no,8875.0,no,1,3,1,no,no,yes,1,no,8400000,1
Baltimore,,,39.396748,-76.5147,0.25,399900.0,$74/sqft,MD,2019.0,21234.0,yes,5500.0,yes,2,4,1,no,no,yes,1,yes,8400000,2
Portland,1155000.0,2017.0,45.535946,-122.64267,10000.0,1690000.0,$307/sqft,OR,1907.0,97212.0,yes,5500.0,yes,2,4,1,no,no,yes,1,yes,8400000,2
Tulsa,35000.0,2014.0,36.214306,-95.984,7492.0,39900.0,$5/sqft,OK,1952.0,74106.0,yes,7475.0,no,2,3,0,no,no,yes,2,no,8400000,4
North Hollywood,538000.0,2005.0,34.17605,-118.38048,6952.0,750000.0,$108/sqft,CA,1947.0,91601.0,yes,7000.0,no,1,3,1,no,no,yes,2,no,8400000,4
Detroit,,,42.411896,-82.914955,,20000.0,$3/sqft,MI,1964.0,48236.0,yes,7000.0,no,1,3,1,no,no,yes,2,no,8400000,4
Westlake,130000.0,2008.0,41.457264,-81.93346,2.6,750000.0,$154/sqft,OH,1979.0,44145.0,yes,4880.0,no,2,4,2,no,no,yes,1,yes,8295000,2
Indianapolis,,,39.713375,-86.15459,1.0,245000.0,$50/sqft,IN,1921.0,46227.0,yes,4880.0,no,2,4,2,no,no,yes,1,yes,8295000,2
Indianapolis,,,39.854218,-86.08919,1.25,364000.0,$76/sqft,IN,1880.0,46220.0,yes,4880.0,no,2,4,2,no,no,yes,1,yes,8295000,2
El Paso,,,31.788908,-106.50198,0.32,284900.0,$57/sqft,TX,1952.0,79902.0,yes,4880.0,no,2,4,2,no,no,yes,1,yes,8295000,2
Indianapolis,,,39.697155,-85.97595,0.26,285000.0,$57/sqft,IN,2006.0,46239.0,yes,4880.0,no,2,4,2,no,no,yes,1,yes,8295000,2
Indianapolis,,,39.902725,-86.13198,0.34,399000.0,$81/sqft,IN,2007.0,46240.0,yes,4880.0,no,2,4,2,no,no,yes,1,yes,8295000,2
Baltimore,520000.0,2014.0,39.375347,-76.66502,8030.0,627000.0,$128/sqft,MD,2006.0,21209.0,yes,4880.0,no,2,4,2,no,no,yes,1,yes,8295000,2
Henderson,560000.0,2018.0,35.926914,-115.10683,10454.0,729000.0,$148/sqft,NV,2007.0,89044.0,yes,4880.0,no,2,4,2,no,no,yes,1,yes,8295000,2
Houston,,,29.990147,-95.524185,0.4,624950.0,$105/sqft,TX,1993.0,77069.0,no,5960.0,yes,3,3,0,yes,no,yes,1,no,8190000,2
Colorado Springs,765000.0,2002.0,38.877827,-104.90504,2.84,1180000.0,$198/sqft,CO,1993.0,80904.0,no,5960.0,yes,3,3,0,yes,no,yes,1,no,8190000,2
Los Angeles,575000.0,2018.0,34.04805,-118.20617,6998.0,2399999.0,$400/sqft,CA,2019.0,90033.0,no,5960.0,yes,3,3,0,yes,no,yes,1,no,8190000,2
Portland,,,45.50272,-122.6965,0.28,1300000.0,$221/sqft,OR,1948.0,97201.0,no,5960.0,yes,3,3,0,yes,no,yes,1,no,8190000,2
Aurora,785000.0,2019.0,39.598423,-104.66709,6969.0,822000.0,$139/sqft,CO,2018.0,80016.0,no,5960.0,yes,3,3,0,yes,no,yes,1,no,8190000,2
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,no,5960.0,yes,3,3,0,yes,no,yes,1,no,8190000,2
Lubbock,,,33.45125,-101.93601,1.21,863000.0,$143/sqft,TX,2003.0,79424.0,no,5960.0,yes,3,3,0,yes,no,yes,1,no,8190000,2
North Hollywood,538000.0,2005.0,34.17605,-118.38048,6952.0,750000.0,$108/sqft,CA,1947.0,91601.0,yes,7000.0,no,2,3,2,no,no,yes,2,no,8080940,4
Detroit,,,42.411896,-82.914955,,20000.0,$3/sqft,MI,1964.0,48236.0,yes,7000.0,no,2,3,2,no,no,yes,2,no,8080940,4
Tulsa,35000.0,2014.0,36.214306,-95.984,7492.0,39900.0,$5/sqft,OK,1952.0,74106.0,no,7482.0,no,2,3,2,no,yes,yes,1,yes,8043000,3
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,yes,6000.0,no,1,3,0,yes,no,yes,2,no,7962500,4
Los Angeles,575000.0,2018.0,34.04805,-118.20617,6998.0,2399999.0,$400/sqft,CA,2019.0,90033.0,yes,6000.0,no,2,4,1,no,no,yes,1,no,7910000,4
Aurora,785000.0,2019.0,39.598423,-104.66709,6969.0,822000.0,$139/sqft,CO,2018.0,80016.0,yes,6000.0,no,2,4,1,no,no,yes,1,no,7910000,4
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,yes,6000.0,no,2,4,1,no,no,yes,1,no,7910000,4
Chicago,,,41.877438,-87.658134,4395.0,2500000.0,$385/sqft,IL,1879.0,60607.0,yes,6550.0,yes,1,3,2,no,no,yes,0,yes,7875000,2
Chicago,,,41.877438,-87.658134,4395.0,2500000.0,$385/sqft,IL,1879.0,60607.0,yes,6480.0,no,2,3,0,no,no,yes,2,no,7700000,4
Los Angeles,575000.0,2018.0,34.04805,-118.20617,6998.0,2399999.0,$400/sqft,CA,2019.0,90033.0,no,6000.0,no,2,4,1,no,no,yes,2,no,7700000,4
Aurora,785000.0,2019.0,39.598423,-104.66709,6969.0,822000.0,$139/sqft,CO,2018.0,80016.0,no,6000.0,no,2,4,1,no,no,yes,2,no,7700000,4
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,no,6000.0,no,2,4,1,no,no,yes,2,no,7700000,4
Los Angeles,575000.0,2018.0,34.04805,-118.20617,6998.0,2399999.0,$400/sqft,CA,2019.0,90033.0,yes,6000.0,no,2,4,2,no,no,yes,1,no,7560000,4
Aurora,785000.0,2019.0,39.598423,-104.66709,6969.0,822000.0,$139/sqft,CO,2018.0,80016.0,yes,6000.0,no,2,4,2,no,no,yes,1,no,7560000,4
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,yes,6000.0,no,2,4,2,no,no,yes,1,no,7560000,4
Los Angeles,575000.0,2018.0,34.04805,-118.20617,6998.0,2399999.0,$400/sqft,CA,2019.0,90033.0,yes,6000.0,no,2,3,1,no,no,yes,0,no,7560000,3
Aurora,785000.0,2019.0,39.598423,-104.66709,6969.0,822000.0,$139/sqft,CO,2018.0,80016.0,yes,6000.0,no,2,3,1,no,no,yes,0,no,7560000,3
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,yes,6000.0,no,2,3,1,no,no,yes,0,no,7560000,3
Los Angeles,575000.0,2018.0,34.04805,-118.20617,6998.0,2399999.0,$400/sqft,CA,2019.0,90033.0,yes,6000.0,no,2,3,2,no,no,yes,1,no,7525000,4
Aurora,785000.0,2019.0,39.598423,-104.66709,6969.0,822000.0,$139/sqft,CO,2018.0,80016.0,yes,6000.0,no,2,3,2,no,no,yes,1,no,7525000,4
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,yes,6000.0,no,2,3,2,no,no,yes,1,no,7525000,4
Chicago,,,41.877438,-87.658134,4395.0,2500000.0,$385/sqft,IL,1879.0,60607.0,yes,6600.0,no,1,3,2,no,no,yes,3,yes,7490000,4
Colorado Springs,370024.0,2006.0,39.034054,-104.81226,0.3,480000.0,$110/sqft,CO,2005.0,80921.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Aurora,350000.0,2015.0,39.657684,-104.741425,10803.0,499900.0,$118/sqft,CO,2005.0,80013.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Dallas,,,32.820942,-96.801094,0.57,3795000.0,$874/sqft,TX,1922.0,75219.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Indianapolis,,,39.780827,-86.126465,6926.0,415000.0,$99/sqft,IN,1900.0,46201.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Baton Rouge,,,30.37866,-91.07971,1.0,1150000.0,$266/sqft,LA,2018.0,70810.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Riverside,463500.0,2013.0,33.904026,-117.34618,1.8,775000.0,$182/sqft,CA,1981.0,92508.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Antioch,255000.0,2009.0,36.033775,-86.68156,9605.0,,,TN,2004.0,37013.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Colorado Springs,277500.0,1996.0,38.91062,-104.84178,0.31,580000.0,$135/sqft,CO,1986.0,80919.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
New York,,,40.74279,-73.994026,,4495000.0,"$1,022/sqft",NY,1925.0,10011.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Charlotte,,,35.169548,-80.80458,0.5,1295000.0,$302/sqft,NC,2019.0,28211.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Columbus,813000.0,2017.0,40.085373,-83.02691,1.89,1250000.0,$288/sqft,OH,1954.0,43085.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Baltimore,239000.0,2017.0,39.29823,-76.62042,1039.0,315000.0,$75/sqft,MD,1900.0,21201.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Dallas,,,32.83196,-96.78313,0.28,1875000.0,$435/sqft,TX,1975.0,75205.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Portland,486000.0,2009.0,45.538006,-122.64804,5000.0,774900.0,$184/sqft,OR,1896.0,97212.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Raleigh,,,35.709953,-78.756516,3.37,1150000.0,$263/sqft,NC,1989.0,27606.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
New York,,,40.72186,-73.99835,,6250000.0,"$1,420/sqft",NY,1910.0,10012.0,no,4300.0,yes,2,3,0,no,no,yes,1,no,7455000,2
Tulsa,35000.0,2014.0,36.214306,-95.984,7492.0,39900.0,$5/sqft,OK,1952.0,74106.0,yes,7440.0,yes,2,3,1,yes,no,yes,0,yes,7420000,1
Tulsa,35000.0,2014.0,36.214306,-95.984,7492.0,39900.0,$5/sqft,OK,1952.0,74106.0,no,7440.0,no,2,3,0,no,no,yes,1,yes,7420000,4
Los Angeles,575000.0,2018.0,34.04805,-118.20617,6998.0,2399999.0,$400/sqft,CA,2019.0,90033.0,yes,6000.0,no,2,4,2,yes,no,yes,1,no,7350000,4
Aurora,785000.0,2019.0,39.598423,-104.66709,6969.0,822000.0,$139/sqft,CO,2018.0,80016.0,yes,6000.0,no,2,4,2,yes,no,yes,1,no,7350000,4
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,yes,6000.0,no,2,4,2,yes,no,yes,1,no,7350000,4
New Orleans,,,30.069965,-89.809265,10683.0,549900.0,$108/sqft,LA,2002.0,70129.0,yes,5150.0,no,2,3,1,no,no,yes,2,no,7350000,4
Westlake,407745.0,2006.0,41.46321,-81.96104,0.46,459900.0,$90/sqft,OH,2005.0,44145.0,yes,5150.0,no,2,3,1,no,no,yes,2,no,7350000,4
Indianapolis,,,39.920357,-85.95013,0.49,389000.0,$76/sqft,IN,1987.0,46236.0,yes,5150.0,no,2,3,1,no,no,yes,2,no,7350000,4
Los Angeles,575000.0,2018.0,34.04805,-118.20617,6998.0,2399999.0,$400/sqft,CA,2019.0,90033.0,yes,6000.0,no,2,3,1,yes,no,yes,1,no,7350000,2
Aurora,785000.0,2019.0,39.598423,-104.66709,6969.0,822000.0,$139/sqft,CO,2018.0,80016.0,yes,6000.0,no,2,3,1,yes,no,yes,1,no,7350000,2
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,yes,6000.0,no,2,3,1,yes,no,yes,1,no,7350000,2
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,yes,6000.0,no,1,3,0,no,no,yes,1,no,7350000,2
Los Angeles,575000.0,2018.0,34.04805,-118.20617,6998.0,2399999.0,$400/sqft,CA,2019.0,90033.0,yes,6000.0,no,2,3,2,yes,no,yes,1,no,7210000,4
Aurora,785000.0,2019.0,39.598423,-104.66709,6969.0,822000.0,$139/sqft,CO,2018.0,80016.0,yes,6000.0,no,2,3,2,yes,no,yes,1,no,7210000,4
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,yes,6000.0,no,2,3,2,yes,no,yes,1,no,7210000,4
Los Angeles,575000.0,2018.0,34.04805,-118.20617,6998.0,2399999.0,$400/sqft,CA,2019.0,90033.0,no,6000.0,no,2,3,1,yes,no,yes,1,no,7140000,2
Aurora,785000.0,2019.0,39.598423,-104.66709,6969.0,822000.0,$139/sqft,CO,2018.0,80016.0,no,6000.0,no,2,3,1,yes,no,yes,1,no,7140000,2
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,no,6000.0,no,2,3,1,yes,no,yes,1,no,7140000,2
New York,,,40.721367,-73.98882,1925.0,725000.0,,NY,1900.0,10002.0,yes,8880.0,no,1,2,1,no,no,yes,1,no,7070000,1
Los Angeles,,,34.05181,-118.218155,7557.0,1650000.0,$268/sqft,CA,1922.0,90033.0,yes,6240.0,no,2,4,2,no,no,yes,1,no,7070000,2
Santa Ana,2820000.0,2017.0,33.75714,-117.87147,0.26,3550000.0,$317/sqft,CA,1923.0,92706.0,yes,11175.0,yes,1,3,2,no,no,yes,1,yes,7000000,1
New York,,,40.721367,-73.98882,1925.0,725000.0,,NY,1900.0,10002.0,yes,8880.0,yes,2,3,2,no,no,yes,1,no,6930000,2
Omaha,,,41.38095,-95.996315,23.43,1795000.0,$302/sqft,NE,1900.0,68152.0,yes,6000.0,no,1,3,2,no,no,yes,1,no,6860000,1
Toledo,,,41.59102,-83.602715,0.64,525000.0,$134/sqft,OH,1976.0,43614.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Chicago,4790000.0,2016.0,41.899715,-87.62742,,4750000.0,"$1,185/sqft",IL,2010.0,60611.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Omaha,455000.0,2016.0,41.246582,-96.220505,0.26,498900.0,$122/sqft,NE,2011.0,68130.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Washington,,,38.90917,-76.98376,,299900.0,$74/sqft,DC,1920.0,20002.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Chicago,1375000.0,2011.0,41.895355,-87.62495,0.52,2000000.0,$488/sqft,IL,1989.0,60611.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Midwest City,350000.0,2011.0,35.465042,-97.339516,5.0,379900.0,$95/sqft,OK,2003.0,73130.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
East Elmhurst,440000.0,2010.0,40.76938,-73.871994,3897.0,998000.0,$250/sqft,NY,1925.0,11369.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Aurora,434500.0,2019.0,39.7247,-104.68591,6939.0,447900.0,$113/sqft,CO,2006.0,80018.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
San Diego,,,32.732746,-117.16059,,4750000.0,"$1,189/sqft",CA,2019.0,92103.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Louisville,489270.0,2016.0,38.22483,-85.69746,7405.0,559000.0,$141/sqft,KY,1910.0,40205.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
The Hills,,,30.349258,-97.98715,0.31,1150000.0,$292/sqft,TX,1983.0,78738.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Denver,435000.0,2013.0,39.67634,-104.87859,0.29,599900.0,$148/sqft,CO,1972.0,80231.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Greensboro,596000.0,2017.0,36.22569,-79.80093,0.79,427909.0,,NC,2013.0,27455.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Aurora,396000.0,2015.0,39.687363,-104.706184,0.26,525000.0,$132/sqft,CO,2005.0,80018.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Fort Worth,,,32.639942,-97.54179,592.0,618900.0,$154/sqft,TX,2015.0,76126.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Pikesville,,,39.399326,-76.70894,0.41,449000.0,$115/sqft,MD,1965.0,21208.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Los Angeles,,,34.09248,-118.16283,4687.0,900000.0,$231/sqft,CA,1970.0,90032.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Sandy Springs,515000.0,2018.0,33.9243,-84.36247,0.76,525000.0,$130/sqft,GA,1961.0,30328.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Germantown,399900.0,2017.0,35.074944,-89.78194,0.4,399900.0,$98/sqft,TN,1982.0,38138.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Lexington,,,38.016766,-84.493645,0.42,675000.0,$171/sqft,KY,1977.0,40502.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Oklahoma City,337000.0,2018.0,35.429806,-97.68451,0.31,358000.0,$91/sqft,OK,1999.0,73179.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
Chicago,,,41.873146,-87.63325,0.26,1950000.0,$488/sqft,IL,2000.0,60607.0,yes,4000.0,yes,2,3,1,no,no,yes,0,yes,6790000,2
